HBName,DailyPositive,CumulativePositive,datevar,rna_value,weekday,day,NHS_Borders,NHS_Dumfries_and_Galloway,NHS_Fife,NHS_Forth_Valley,NHS_Grampian,NHS_Greater_Glasgow_and_Clyde,NHS_Highland,NHS_Lanarkshire,NHS_Lothian,NHS_Orkney,NHS_Shetland,NHS_Tayside,NHS_Western_Isles
NHS Highland,275,52742,06-Feb-22,94060,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,650,194355,06-Feb-22,164997.6729,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1320,220531,06-Feb-22,164926.7409,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,28,2261,06-Feb-22,50839,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,53,2484,06-Feb-22,6697,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,501,93304,06-Feb-22,297624.0669,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,2765,06-Feb-22,658,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,385,92310,07-Feb-22,6050.739293,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,136,20549,07-Feb-22,58208.28496,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,205,29959,07-Feb-22,40526.27741,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,537,88986,07-Feb-22,120746.006,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,403,77003,07-Feb-22,41688.2157,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,952,115926,07-Feb-22,150215.5281,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1534,330671,07-Feb-22,32181.25816,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,383,53125,07-Feb-22,45348.40907,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,883,195238,07-Feb-22,658,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1476,222007,07-Feb-22,92697.07758,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,49,2310,07-Feb-22,81114,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,84,2568,07-Feb-22,54187,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,741,94045,07-Feb-22,214564.1097,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,15,2780,07-Feb-22,14847,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,463,92773,08-Feb-22,59960,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,140,20689,08-Feb-22,126544.5496,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,187,30146,08-Feb-22,40526.27741,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,564,89550,08-Feb-22,120746.006,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,442,77445,08-Feb-22,169118.8001,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,936,116862,08-Feb-22,198687.5455,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1852,332523,08-Feb-22,83213.07443,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,378,53503,08-Feb-22,111925.1133,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,940,196178,08-Feb-22,177996.3751,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1716,223723,08-Feb-22,455758.104,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,55,2365,08-Feb-22,81114,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,67,2635,08-Feb-22,36310,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,808,94853,08-Feb-22,182037,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,18,2798,08-Feb-22,14847,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,441,93214,09-Feb-22,51684.403,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,143,20832,09-Feb-22,117495.7196,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,161,30307,09-Feb-22,72653.57815,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,521,90071,09-Feb-22,249506.0717,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,483,77928,09-Feb-22,94520.42086,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,870,117732,09-Feb-22,183666,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1705,334228,09-Feb-22,94402.93925,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,371,53874,09-Feb-22,189241.4436,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,982,197160,09-Feb-22,177996.3751,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1670,225393,09-Feb-22,256229.0588,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,53,2418,09-Feb-22,48511,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,90,2725,09-Feb-22,36310,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,710,95563,09-Feb-22,239422.9845,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,17,2815,09-Feb-22,14847,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,322,93536,10-Feb-22,73917.12579,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,112,20944,10-Feb-22,104096,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,153,30460,10-Feb-22,62623.3231,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,448,90519,10-Feb-22,361889.7249,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,412,78340,10-Feb-22,240484.9351,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,694,118426,10-Feb-22,514050.2563,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1441,335669,10-Feb-22,112012.9767,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,336,54210,10-Feb-22,223723,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,787,197947,10-Feb-22,83169.17726,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1346,226739,10-Feb-22,163541.5884,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,47,2465,10-Feb-22,48511,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,78,2803,10-Feb-22,36310,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,568,96131,10-Feb-22,239422.9845,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,24,2839,10-Feb-22,14847,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,291,93827,11-Feb-22,12767.51158,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,119,21063,11-Feb-22,109221.5451,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,108,30568,11-Feb-22,327209.2137,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,394,90913,11-Feb-22,361889.7249,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,395,78735,11-Feb-22,240484.9351,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,675,119101,11-Feb-22,514050.2563,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1234,336903,11-Feb-22,27489.79082,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,332,54542,11-Feb-22,223723,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,660,198607,11-Feb-22,72632,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1218,227957,11-Feb-22,269310.2615,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,36,2501,11-Feb-22,48511,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,86,2889,11-Feb-22,36310,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,534,96665,11-Feb-22,239422.9845,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,25,2864,11-Feb-22,14847,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,262,94089,12-Feb-22,12767.51158,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,100,21163,12-Feb-22,109221.5451,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,109,30677,12-Feb-22,327209.2137,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,384,91297,12-Feb-22,361889.7249,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,290,79025,12-Feb-22,240484.9351,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,622,119723,12-Feb-22,514050.2563,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1093,337996,12-Feb-22,27489.79082,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,318,54860,12-Feb-22,223723,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,612,199219,12-Feb-22,72632,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1009,228966,12-Feb-22,269310.2615,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,37,2538,12-Feb-22,48511,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,78,2967,12-Feb-22,36310,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,480,97145,12-Feb-22,239422.9845,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,18,2882,12-Feb-22,14847,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,309,94398,13-Feb-22,12767.51158,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,112,21275,13-Feb-22,109221.5451,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,94,30771,13-Feb-22,327209.2137,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,417,91714,13-Feb-22,361889.7249,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,389,79414,13-Feb-22,240484.9351,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,707,120430,13-Feb-22,514050.2563,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1209,339205,13-Feb-22,27489.79082,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,376,55236,13-Feb-22,223723,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,715,199934,13-Feb-22,72632,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1084,230050,13-Feb-22,269310.2615,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,45,2583,13-Feb-22,48511,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,82,3049,13-Feb-22,36310,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,496,97641,13-Feb-22,239422.9845,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,29,2911,13-Feb-22,14847,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,445,94843,14-Feb-22,8829.979169,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,118,21393,14-Feb-22,109221.5451,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,160,30931,14-Feb-22,17496.87603,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,504,92218,14-Feb-22,53823.62708,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,496,79910,14-Feb-22,46261.38933,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,901,121331,14-Feb-22,426008.8727,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1626,340831,14-Feb-22,48448.20041,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,527,55763,14-Feb-22,49416.76221,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,878,200812,14-Feb-22,60865.58969,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1269,231319,14-Feb-22,23083.60053,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,66,2649,14-Feb-22,48511,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,107,3156,14-Feb-22,36310,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,681,98322,14-Feb-22,188691.8457,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,27,2938,14-Feb-22,60488,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,529,95372,15-Feb-22,40688.3207,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,156,21549,15-Feb-22,78309.8162,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,116,31047,15-Feb-22,49732,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,502,92720,15-Feb-22,53823.62708,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,538,80448,15-Feb-22,69989.81962,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,927,122258,15-Feb-22,296751.4934,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1841,342672,15-Feb-22,51373.09499,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,451,56214,15-Feb-22,49416.76221,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,947,201759,15-Feb-22,169666.7973,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1364,232683,15-Feb-22,121924.2293,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,50,2699,15-Feb-22,48511,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,77,3233,15-Feb-22,36310,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,697,99019,15-Feb-22,177985,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,21,2959,15-Feb-22,60488,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,452,95824,16-Feb-22,50211.48837,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,145,21694,16-Feb-22,157973.515,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,138,31185,16-Feb-22,45499.62592,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,470,93190,16-Feb-22,172175.0875,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,456,80904,16-Feb-22,71121.59612,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1014,123272,16-Feb-22,489323.2815,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1705,344377,16-Feb-22,74156.3181,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,477,56691,16-Feb-22,113461.4652,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,966,202725,16-Feb-22,88281.6929,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1291,233974,16-Feb-22,215636.3731,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,78,2777,16-Feb-22,48511,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,77,3310,16-Feb-22,36310,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,652,99671,16-Feb-22,183016.2645,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,23,2982,16-Feb-22,60488,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,397,96221,17-Feb-22,50789.50966,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,92,21786,17-Feb-22,47567.51454,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,139,31324,17-Feb-22,37494,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,446,93636,17-Feb-22,11435,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,447,81351,17-Feb-22,97887.98764,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,810,124082,17-Feb-22,271560.809,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1641,346018,17-Feb-22,56807.19154,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,469,57160,17-Feb-22,164631,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,879,203604,17-Feb-22,108559.4026,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1277,235251,17-Feb-22,131397.9722,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,47,2824,17-Feb-22,48511,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,72,3382,17-Feb-22,36310,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,513,100184,17-Feb-22,183016.2645,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,19,3001,17-Feb-22,60488,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,334,96555,18-Feb-22,35029,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,93,21879,18-Feb-22,46971.79501,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,113,31437,18-Feb-22,37494,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,419,94055,18-Feb-22,77892.68363,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,325,81676,18-Feb-22,28215.26919,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,592,124674,18-Feb-22,202746.5976,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1367,347385,18-Feb-22,58178.44991,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,372,57532,18-Feb-22,46224.66379,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,741,204345,18-Feb-22,64140.49914,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1021,236272,18-Feb-22,117812.9877,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,36,2860,18-Feb-22,48511,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,66,3448,18-Feb-22,36310,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,440,100624,18-Feb-22,277795.7376,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,24,3025,18-Feb-22,60488,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,308,96863,19-Feb-22,35029,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,82,21961,19-Feb-22,46971.79501,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,100,31537,19-Feb-22,37494,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,345,94400,19-Feb-22,77892.68363,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,303,81979,19-Feb-22,28215.26919,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,718,125392,19-Feb-22,202746.5976,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1165,348550,19-Feb-22,58178.44991,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,368,57900,19-Feb-22,46224.66379,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,644,204989,19-Feb-22,64140.49914,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,900,237172,19-Feb-22,48861,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,48,2908,19-Feb-22,48511,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,53,3501,19-Feb-22,36310,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,428,101052,19-Feb-22,277795.7376,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,20,3045,19-Feb-22,60488,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,309,97172,20-Feb-22,35029,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,122,22083,20-Feb-22,46971.79501,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,107,31644,20-Feb-22,37494,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,417,94817,20-Feb-22,77892.68363,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,343,82322,20-Feb-22,28215.26919,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,771,126163,20-Feb-22,202746.5976,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1367,349917,20-Feb-22,58178.44991,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,423,58323,20-Feb-22,46224.66379,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,768,205757,20-Feb-22,64140.49914,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1027,238199,20-Feb-22,48861,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,69,2977,20-Feb-22,48511,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,83,3584,20-Feb-22,36310,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,486,101538,20-Feb-22,277795.7376,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,22,3067,20-Feb-22,60488,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,487,97659,21-Feb-22,10798.58555,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,125,22208,21-Feb-22,26790.50241,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,155,31799,21-Feb-22,37494,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,491,95308,21-Feb-22,36757.53999,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,439,82761,21-Feb-22,19361.54542,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,936,127099,21-Feb-22,219662.0209,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1842,351759,21-Feb-22,30403.53893,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,611,58934,21-Feb-22,148491.2488,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,934,206691,21-Feb-22,64140.49914,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1270,239469,21-Feb-22,29490.26285,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,86,3063,21-Feb-22,48511,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,94,3678,21-Feb-22,73032,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,637,102175,21-Feb-22,163867.1867,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,38,3105,21-Feb-22,60488,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,471,98130,22-Feb-22,63135.6887,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,134,22342,22-Feb-22,39164.14164,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,134,31933,22-Feb-22,40099.52518,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,419,95727,22-Feb-22,93808.83135,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,389,83150,22-Feb-22,43625.49495,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,864,127963,22-Feb-22,118186.1243,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1671,353430,22-Feb-22,71023.90369,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,618,59552,22-Feb-22,62419.11711,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,932,207623,22-Feb-22,69223.09631,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,1277,240746,22-Feb-22,35195.08245,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,71,3134,22-Feb-22,48511,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,70,3748,22-Feb-22,60131,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,563,102738,22-Feb-22,124623.6338,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,54,3159,22-Feb-22,60488,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
